image_id,path,reason
60_0_0_20170104213206349.jpg.chip.jpg,data\aligned\60_0_0_20170104213206349.jpg.chip.jpg,blur
60_0_0_20170104213241125.jpg.chip.jpg,data\aligned\60_0_0_20170104213241125.jpg.chip.jpg,blur
60_0_0_20170105173244278.jpg.chip.jpg,data\aligned\60_0_0_20170105173244278.jpg.chip.jpg,blur
60_0_0_20170109002333882.jpg.chip.jpg,data\aligned\60_0_0_20170109002333882.jpg.chip.jpg,blur
60_0_0_20170109013439834.jpg.chip.jpg,data\aligned\60_0_0_20170109013439834.jpg.chip.jpg,blur
60_0_0_20170109013457906.jpg.chip.jpg,data\aligned\60_0_0_20170109013457906.jpg.chip.jpg,blur
60_0_0_20170111171747538.jpg.chip.jpg,data\aligned\60_0_0_20170111171747538.jpg.chip.jpg,blur
60_0_0_20170111171747549.jpg.chip.jpg,data\aligned\60_0_0_20170111171747549.jpg.chip.jpg,blur
60_0_0_20170111171747558.jpg.chip.jpg,data\aligned\60_0_0_20170111171747558.jpg.chip.jpg,blur
60_0_0_20170111195408393.jpg.chip.jpg,data\aligned\60_0_0_20170111195408393.jpg.chip.jpg,blur
60_0_0_20170111201620287.jpg.chip.jpg,data\aligned\60_0_0_20170111201620287.jpg.chip.jpg,blur
60_0_0_20170111202416395.jpg.chip.jpg,data\aligned\60_0_0_20170111202416395.jpg.chip.jpg,blur
60_0_0_20170111202420384.jpg.chip.jpg,data\aligned\60_0_0_20170111202420384.jpg.chip.jpg,blur
60_0_0_20170111203255875.jpg.chip.jpg,data\aligned\60_0_0_20170111203255875.jpg.chip.jpg,blur
60_0_0_20170111203914420.jpg.chip.jpg,data\aligned\60_0_0_20170111203914420.jpg.chip.jpg,blur
60_0_0_20170111204658174.jpg.chip.jpg,data\aligned\60_0_0_20170111204658174.jpg.chip.jpg,blur
60_0_0_20170111204719687.jpg.chip.jpg,data\aligned\60_0_0_20170111204719687.jpg.chip.jpg,blur
60_0_0_20170111204805716.jpg.chip.jpg,data\aligned\60_0_0_20170111204805716.jpg.chip.jpg,blur
60_0_0_20170112224151627.jpg.chip.jpg,data\aligned\60_0_0_20170112224151627.jpg.chip.jpg,blur
60_0_0_20170113184242864.jpg.chip.jpg,data\aligned\60_0_0_20170113184242864.jpg.chip.jpg,blur
60_0_0_20170113184804864.jpg.chip.jpg,data\aligned\60_0_0_20170113184804864.jpg.chip.jpg,blur
60_0_0_20170113185244510.jpg.chip.jpg,data\aligned\60_0_0_20170113185244510.jpg.chip.jpg,blur
60_0_0_20170113210127337.jpg.chip.jpg,data\aligned\60_0_0_20170113210127337.jpg.chip.jpg,blur
60_0_0_20170113210127405.jpg.chip.jpg,data\aligned\60_0_0_20170113210127405.jpg.chip.jpg,blur
60_0_0_20170116174351033.jpg.chip.jpg,data\aligned\60_0_0_20170116174351033.jpg.chip.jpg,blur
60_0_0_20170116221104102.jpg.chip.jpg,data\aligned\60_0_0_20170116221104102.jpg.chip.jpg,blur
60_0_0_20170116224754077.jpg.chip.jpg,data\aligned\60_0_0_20170116224754077.jpg.chip.jpg,blur
60_0_0_20170116235438949.jpg.chip.jpg,data\aligned\60_0_0_20170116235438949.jpg.chip.jpg,blur
60_0_0_20170116235858675.jpg.chip.jpg,data\aligned\60_0_0_20170116235858675.jpg.chip.jpg,blur
60_0_0_20170117001131850.jpg.chip.jpg,data\aligned\60_0_0_20170117001131850.jpg.chip.jpg,blur
60_0_0_20170117001135611.jpg.chip.jpg,data\aligned\60_0_0_20170117001135611.jpg.chip.jpg,blur
60_0_0_20170117001221298.jpg.chip.jpg,data\aligned\60_0_0_20170117001221298.jpg.chip.jpg,blur
60_0_0_20170117091256462.jpg.chip.jpg,data\aligned\60_0_0_20170117091256462.jpg.chip.jpg,blur
60_0_0_20170117092311960.jpg.chip.jpg,data\aligned\60_0_0_20170117092311960.jpg.chip.jpg,blur
60_0_0_20170117135052544.jpg.chip.jpg,data\aligned\60_0_0_20170117135052544.jpg.chip.jpg,blur
60_0_0_20170117135546570.jpg.chip.jpg,data\aligned\60_0_0_20170117135546570.jpg.chip.jpg,blur
60_0_0_20170117135823609.jpg.chip.jpg,data\aligned\60_0_0_20170117135823609.jpg.chip.jpg,blur
60_0_0_20170117153701292.jpg.chip.jpg,data\aligned\60_0_0_20170117153701292.jpg.chip.jpg,blur
60_0_0_20170117153710684.jpg.chip.jpg,data\aligned\60_0_0_20170117153710684.jpg.chip.jpg,blur
60_0_0_20170117155525709.jpg.chip.jpg,data\aligned\60_0_0_20170117155525709.jpg.chip.jpg,blur
60_0_0_20170117160020104.jpg.chip.jpg,data\aligned\60_0_0_20170117160020104.jpg.chip.jpg,blur
60_0_0_20170117160236104.jpg.chip.jpg,data\aligned\60_0_0_20170117160236104.jpg.chip.jpg,blur
60_0_0_20170117160451902.jpg.chip.jpg,data\aligned\60_0_0_20170117160451902.jpg.chip.jpg,blur
60_0_0_20170117160535000.jpg.chip.jpg,data\aligned\60_0_0_20170117160535000.jpg.chip.jpg,blur
60_0_0_20170117160634375.jpg.chip.jpg,data\aligned\60_0_0_20170117160634375.jpg.chip.jpg,blur
60_0_0_20170117161031023.jpg.chip.jpg,data\aligned\60_0_0_20170117161031023.jpg.chip.jpg,blur
60_0_0_20170117162820707.jpg.chip.jpg,data\aligned\60_0_0_20170117162820707.jpg.chip.jpg,blur
60_0_0_20170117162829219.jpg.chip.jpg,data\aligned\60_0_0_20170117162829219.jpg.chip.jpg,blur
60_0_0_20170117162852563.jpg.chip.jpg,data\aligned\60_0_0_20170117162852563.jpg.chip.jpg,blur
60_0_0_20170117163630971.jpg.chip.jpg,data\aligned\60_0_0_20170117163630971.jpg.chip.jpg,blur
60_0_0_20170117172331922.jpg.chip.jpg,data\aligned\60_0_0_20170117172331922.jpg.chip.jpg,blur
60_0_0_20170117172847880.jpg.chip.jpg,data\aligned\60_0_0_20170117172847880.jpg.chip.jpg,blur
60_0_0_20170117173825225.jpg.chip.jpg,data\aligned\60_0_0_20170117173825225.jpg.chip.jpg,blur
60_0_0_20170117192002666.jpg.chip.jpg,data\aligned\60_0_0_20170117192002666.jpg.chip.jpg,blur
60_0_0_20170117192255540.jpg.chip.jpg,data\aligned\60_0_0_20170117192255540.jpg.chip.jpg,blur
60_0_0_20170117204804937.jpg.chip.jpg,data\aligned\60_0_0_20170117204804937.jpg.chip.jpg,blur
60_0_0_20170119145422774.jpg.chip.jpg,data\aligned\60_0_0_20170119145422774.jpg.chip.jpg,blur
60_0_0_20170119204301455.jpg.chip.jpg,data\aligned\60_0_0_20170119204301455.jpg.chip.jpg,blur
60_0_0_20170120220406122.jpg.chip.jpg,data\aligned\60_0_0_20170120220406122.jpg.chip.jpg,blur
60_0_0_20170120221103380.jpg.chip.jpg,data\aligned\60_0_0_20170120221103380.jpg.chip.jpg,blur
60_0_0_20170120221518539.jpg.chip.jpg,data\aligned\60_0_0_20170120221518539.jpg.chip.jpg,blur
60_0_0_20170120221705045.jpg.chip.jpg,data\aligned\60_0_0_20170120221705045.jpg.chip.jpg,blur
60_0_0_20170120221813583.jpg.chip.jpg,data\aligned\60_0_0_20170120221813583.jpg.chip.jpg,blur
60_0_0_20170120222250991.jpg.chip.jpg,data\aligned\60_0_0_20170120222250991.jpg.chip.jpg,blur
60_0_0_20170120222339215.jpg.chip.jpg,data\aligned\60_0_0_20170120222339215.jpg.chip.jpg,blur
60_0_0_20170120222420751.jpg.chip.jpg,data\aligned\60_0_0_20170120222420751.jpg.chip.jpg,blur
60_0_0_20170120223043268.jpg.chip.jpg,data\aligned\60_0_0_20170120223043268.jpg.chip.jpg,blur
60_0_0_20170120223110723.jpg.chip.jpg,data\aligned\60_0_0_20170120223110723.jpg.chip.jpg,blur
60_0_0_20170120223121330.jpg.chip.jpg,data\aligned\60_0_0_20170120223121330.jpg.chip.jpg,blur
60_0_0_20170120223345579.jpg.chip.jpg,data\aligned\60_0_0_20170120223345579.jpg.chip.jpg,blur
60_0_0_20170120223409123.jpg.chip.jpg,data\aligned\60_0_0_20170120223409123.jpg.chip.jpg,blur
60_0_0_20170120225049193.jpg.chip.jpg,data\aligned\60_0_0_20170120225049193.jpg.chip.jpg,blur
60_0_1_20170111171747543.jpg.chip.jpg,data\aligned\60_0_1_20170111171747543.jpg.chip.jpg,blur
60_0_1_20170113151557287.jpg.chip.jpg,data\aligned\60_0_1_20170113151557287.jpg.chip.jpg,blur
60_0_1_20170113174854844.jpg.chip.jpg,data\aligned\60_0_1_20170113174854844.jpg.chip.jpg,blur
60_0_1_20170113182850495.jpg.chip.jpg,data\aligned\60_0_1_20170113182850495.jpg.chip.jpg,blur
60_0_1_20170113185141927.jpg.chip.jpg,data\aligned\60_0_1_20170113185141927.jpg.chip.jpg,blur
60_0_1_20170113185153840.jpg.chip.jpg,data\aligned\60_0_1_20170113185153840.jpg.chip.jpg,blur
60_0_1_20170116233417966.jpg.chip.jpg,data\aligned\60_0_1_20170116233417966.jpg.chip.jpg,blur
60_0_1_20170117160042904.jpg.chip.jpg,data\aligned\60_0_1_20170117160042904.jpg.chip.jpg,blur
60_0_1_20170117160801279.jpg.chip.jpg,data\aligned\60_0_1_20170117160801279.jpg.chip.jpg,blur
60_0_1_20170117163534458.jpg.chip.jpg,data\aligned\60_0_1_20170117163534458.jpg.chip.jpg,blur
60_0_1_20170117175043836.jpg.chip.jpg,data\aligned\60_0_1_20170117175043836.jpg.chip.jpg,blur
60_0_1_20170117182448367.jpg.chip.jpg,data\aligned\60_0_1_20170117182448367.jpg.chip.jpg,blur
60_0_1_20170117194137742.jpg.chip.jpg,data\aligned\60_0_1_20170117194137742.jpg.chip.jpg,blur
60_0_1_20170119204250215.jpg.chip.jpg,data\aligned\60_0_1_20170119204250215.jpg.chip.jpg,blur
60_0_1_20170120222729424.jpg.chip.jpg,data\aligned\60_0_1_20170120222729424.jpg.chip.jpg,blur
60_0_2_20170109010253649.jpg.chip.jpg,data\aligned\60_0_2_20170109010253649.jpg.chip.jpg,blur
60_0_2_20170112205517100.jpg.chip.jpg,data\aligned\60_0_2_20170112205517100.jpg.chip.jpg,blur
60_0_2_20170112222005682.jpg.chip.jpg,data\aligned\60_0_2_20170112222005682.jpg.chip.jpg,blur
60_0_2_20170112222017258.jpg.chip.jpg,data\aligned\60_0_2_20170112222017258.jpg.chip.jpg,blur
60_0_2_20170116164453106.jpg.chip.jpg,data\aligned\60_0_2_20170116164453106.jpg.chip.jpg,blur
60_0_2_20170116174336830.jpg.chip.jpg,data\aligned\60_0_2_20170116174336830.jpg.chip.jpg,blur
60_0_2_20170116182650366.jpg.chip.jpg,data\aligned\60_0_2_20170116182650366.jpg.chip.jpg,blur
60_0_2_20170116182704682.jpg.chip.jpg,data\aligned\60_0_2_20170116182704682.jpg.chip.jpg,blur
60_0_2_20170116182752428.jpg.chip.jpg,data\aligned\60_0_2_20170116182752428.jpg.chip.jpg,blur
60_0_2_20170116182801456.jpg.chip.jpg,data\aligned\60_0_2_20170116182801456.jpg.chip.jpg,blur
60_0_2_20170116190207532.jpg.chip.jpg,data\aligned\60_0_2_20170116190207532.jpg.chip.jpg,blur
60_0_2_20170116191403867.jpg.chip.jpg,data\aligned\60_0_2_20170116191403867.jpg.chip.jpg,blur
60_0_2_20170116192532074.jpg.chip.jpg,data\aligned\60_0_2_20170116192532074.jpg.chip.jpg,blur
60_0_2_20170116192628656.jpg.chip.jpg,data\aligned\60_0_2_20170116192628656.jpg.chip.jpg,blur
60_0_2_20170116192718318.jpg.chip.jpg,data\aligned\60_0_2_20170116192718318.jpg.chip.jpg,blur
60_0_2_20170116193528583.jpg.chip.jpg,data\aligned\60_0_2_20170116193528583.jpg.chip.jpg,blur
60_0_2_20170116235410721.jpg.chip.jpg,data\aligned\60_0_2_20170116235410721.jpg.chip.jpg,blur
60_0_2_20170117160025977.jpg.chip.jpg,data\aligned\60_0_2_20170117160025977.jpg.chip.jpg,blur
60_0_2_20170117162755515.jpg.chip.jpg,data\aligned\60_0_2_20170117162755515.jpg.chip.jpg,blur
60_0_2_20170117171420930.jpg.chip.jpg,data\aligned\60_0_2_20170117171420930.jpg.chip.jpg,blur
60_0_2_20170120221617188.jpg.chip.jpg,data\aligned\60_0_2_20170120221617188.jpg.chip.jpg,blur
60_0_2_20170120223504413.jpg.chip.jpg,data\aligned\60_0_2_20170120223504413.jpg.chip.jpg,blur
60_0_3_20170104220126534.jpg.chip.jpg,data\aligned\60_0_3_20170104220126534.jpg.chip.jpg,blur
60_0_3_20170111203540060.jpg.chip.jpg,data\aligned\60_0_3_20170111203540060.jpg.chip.jpg,blur
60_0_3_20170117001217178.jpg.chip.jpg,data\aligned\60_0_3_20170117001217178.jpg.chip.jpg,blur
60_0_3_20170117135043467.jpg.chip.jpg,data\aligned\60_0_3_20170117135043467.jpg.chip.jpg,blur
60_0_3_20170117154151955.jpg.chip.jpg,data\aligned\60_0_3_20170117154151955.jpg.chip.jpg,blur
60_0_3_20170117155910858.jpg.chip.jpg,data\aligned\60_0_3_20170117155910858.jpg.chip.jpg,blur
60_0_3_20170117174145046.jpg.chip.jpg,data\aligned\60_0_3_20170117174145046.jpg.chip.jpg,blur
60_0_3_20170117175443809.jpg.chip.jpg,data\aligned\60_0_3_20170117175443809.jpg.chip.jpg,blur
60_0_3_20170117182826524.jpg.chip.jpg,data\aligned\60_0_3_20170117182826524.jpg.chip.jpg,blur
60_0_3_20170117191722050.jpg.chip.jpg,data\aligned\60_0_3_20170117191722050.jpg.chip.jpg,blur
60_0_3_20170119201822925.jpg.chip.jpg,data\aligned\60_0_3_20170119201822925.jpg.chip.jpg,blur
60_0_3_20170119203850894.jpg.chip.jpg,data\aligned\60_0_3_20170119203850894.jpg.chip.jpg,blur
60_0_3_20170119203928983.jpg.chip.jpg,data\aligned\60_0_3_20170119203928983.jpg.chip.jpg,blur
60_0_3_20170119204312254.jpg.chip.jpg,data\aligned\60_0_3_20170119204312254.jpg.chip.jpg,blur
60_0_3_20170119204356982.jpg.chip.jpg,data\aligned\60_0_3_20170119204356982.jpg.chip.jpg,blur
60_0_3_20170119204824288.jpg.chip.jpg,data\aligned\60_0_3_20170119204824288.jpg.chip.jpg,blur
60_0_3_20170119204833974.jpg.chip.jpg,data\aligned\60_0_3_20170119204833974.jpg.chip.jpg,blur
60_0_3_20170119205112264.jpg.chip.jpg,data\aligned\60_0_3_20170119205112264.jpg.chip.jpg,blur
60_0_3_20170119205210630.jpg.chip.jpg,data\aligned\60_0_3_20170119205210630.jpg.chip.jpg,blur
60_0_3_20170119205318975.jpg.chip.jpg,data\aligned\60_0_3_20170119205318975.jpg.chip.jpg,blur
60_0_3_20170119205333190.jpg.chip.jpg,data\aligned\60_0_3_20170119205333190.jpg.chip.jpg,blur
60_0_3_20170119205502432.jpg.chip.jpg,data\aligned\60_0_3_20170119205502432.jpg.chip.jpg,blur
60_0_3_20170119205525232.jpg.chip.jpg,data\aligned\60_0_3_20170119205525232.jpg.chip.jpg,blur
60_0_3_20170119205622888.jpg.chip.jpg,data\aligned\60_0_3_20170119205622888.jpg.chip.jpg,blur
60_0_3_20170119205706295.jpg.chip.jpg,data\aligned\60_0_3_20170119205706295.jpg.chip.jpg,blur
60_0_3_20170119205726487.jpg.chip.jpg,data\aligned\60_0_3_20170119205726487.jpg.chip.jpg,blur
60_0_3_20170119205730463.jpg.chip.jpg,data\aligned\60_0_3_20170119205730463.jpg.chip.jpg,blur
60_0_3_20170119205757055.jpg.chip.jpg,data\aligned\60_0_3_20170119205757055.jpg.chip.jpg,blur
60_0_3_20170119205804806.jpg.chip.jpg,data\aligned\60_0_3_20170119205804806.jpg.chip.jpg,blur
60_0_3_20170119205901832.jpg.chip.jpg,data\aligned\60_0_3_20170119205901832.jpg.chip.jpg,blur
60_0_3_20170119205909616.jpg.chip.jpg,data\aligned\60_0_3_20170119205909616.jpg.chip.jpg,blur
60_0_3_20170119205938048.jpg.chip.jpg,data\aligned\60_0_3_20170119205938048.jpg.chip.jpg,blur
60_0_3_20170119210242095.jpg.chip.jpg,data\aligned\60_0_3_20170119210242095.jpg.chip.jpg,blur
60_0_3_20170119211748888.jpg.chip.jpg,data\aligned\60_0_3_20170119211748888.jpg.chip.jpg,blur
60_0_4_20170104185434246.jpg.chip.jpg,data\aligned\60_0_4_20170104185434246.jpg.chip.jpg,blur
60_1_0_20170104185020782.jpg.chip.jpg,data\aligned\60_1_0_20170104185020782.jpg.chip.jpg,blur
60_1_0_20170109221030205.jpg.chip.jpg,data\aligned\60_1_0_20170109221030205.jpg.chip.jpg,blur
60_1_0_20170110122425732.jpg.chip.jpg,data\aligned\60_1_0_20170110122425732.jpg.chip.jpg,blur
60_1_0_20170110122430900.jpg.chip.jpg,data\aligned\60_1_0_20170110122430900.jpg.chip.jpg,blur
60_1_0_20170110122522956.jpg.chip.jpg,data\aligned\60_1_0_20170110122522956.jpg.chip.jpg,blur
60_1_0_20170110122526605.jpg.chip.jpg,data\aligned\60_1_0_20170110122526605.jpg.chip.jpg,blur
60_1_0_20170110122544644.jpg.chip.jpg,data\aligned\60_1_0_20170110122544644.jpg.chip.jpg,blur
60_1_0_20170110122614299.jpg.chip.jpg,data\aligned\60_1_0_20170110122614299.jpg.chip.jpg,blur
60_1_0_20170110122626700.jpg.chip.jpg,data\aligned\60_1_0_20170110122626700.jpg.chip.jpg,blur
60_1_0_20170110122826993.jpg.chip.jpg,data\aligned\60_1_0_20170110122826993.jpg.chip.jpg,blur
60_1_0_20170110123158902.jpg.chip.jpg,data\aligned\60_1_0_20170110123158902.jpg.chip.jpg,blur
60_1_0_20170110124140071.jpg.chip.jpg,data\aligned\60_1_0_20170110124140071.jpg.chip.jpg,blur
60_1_0_20170110125212119.jpg.chip.jpg,data\aligned\60_1_0_20170110125212119.jpg.chip.jpg,blur
60_1_0_20170110131522551.jpg.chip.jpg,data\aligned\60_1_0_20170110131522551.jpg.chip.jpg,blur
60_1_0_20170110131536983.jpg.chip.jpg,data\aligned\60_1_0_20170110131536983.jpg.chip.jpg,blur
60_1_0_20170110131716428.jpg.chip.jpg,data\aligned\60_1_0_20170110131716428.jpg.chip.jpg,blur
60_1_0_20170110131759572.jpg.chip.jpg,data\aligned\60_1_0_20170110131759572.jpg.chip.jpg,blur
60_1_0_20170110131846245.jpg.chip.jpg,data\aligned\60_1_0_20170110131846245.jpg.chip.jpg,blur
60_1_0_20170110131848316.jpg.chip.jpg,data\aligned\60_1_0_20170110131848316.jpg.chip.jpg,blur
60_1_0_20170110132415610.jpg.chip.jpg,data\aligned\60_1_0_20170110132415610.jpg.chip.jpg,blur
60_1_0_20170110135905294.jpg.chip.jpg,data\aligned\60_1_0_20170110135905294.jpg.chip.jpg,blur
60_1_0_20170110140637026.jpg.chip.jpg,data\aligned\60_1_0_20170110140637026.jpg.chip.jpg,duplicate
60_1_0_20170110140651218.jpg.chip.jpg,data\aligned\60_1_0_20170110140651218.jpg.chip.jpg,blur
60_1_0_20170110140707890.jpg.chip.jpg,data\aligned\60_1_0_20170110140707890.jpg.chip.jpg,blur
60_1_0_20170110140806978.jpg.chip.jpg,data\aligned\60_1_0_20170110140806978.jpg.chip.jpg,blur
60_1_0_20170110140847057.jpg.chip.jpg,data\aligned\60_1_0_20170110140847057.jpg.chip.jpg,blur
60_1_0_20170110141023577.jpg.chip.jpg,data\aligned\60_1_0_20170110141023577.jpg.chip.jpg,blur
60_1_0_20170110141239841.jpg.chip.jpg,data\aligned\60_1_0_20170110141239841.jpg.chip.jpg,blur
60_1_0_20170110141351728.jpg.chip.jpg,data\aligned\60_1_0_20170110141351728.jpg.chip.jpg,blur
60_1_0_20170110141425361.jpg.chip.jpg,data\aligned\60_1_0_20170110141425361.jpg.chip.jpg,blur
60_1_0_20170110141545888.jpg.chip.jpg,data\aligned\60_1_0_20170110141545888.jpg.chip.jpg,blur
60_1_0_20170110141547583.jpg.chip.jpg,data\aligned\60_1_0_20170110141547583.jpg.chip.jpg,blur
60_1_0_20170110141612400.jpg.chip.jpg,data\aligned\60_1_0_20170110141612400.jpg.chip.jpg,blur
60_1_0_20170110141756847.jpg.chip.jpg,data\aligned\60_1_0_20170110141756847.jpg.chip.jpg,blur
60_1_0_20170110141759687.jpg.chip.jpg,data\aligned\60_1_0_20170110141759687.jpg.chip.jpg,blur
60_1_0_20170110141809495.jpg.chip.jpg,data\aligned\60_1_0_20170110141809495.jpg.chip.jpg,blur
60_1_0_20170110141812183.jpg.chip.jpg,data\aligned\60_1_0_20170110141812183.jpg.chip.jpg,blur
60_1_0_20170110143332456.jpg.chip.jpg,data\aligned\60_1_0_20170110143332456.jpg.chip.jpg,blur
60_1_0_20170110143505801.jpg.chip.jpg,data\aligned\60_1_0_20170110143505801.jpg.chip.jpg,blur
60_1_0_20170110143517260.jpg.chip.jpg,data\aligned\60_1_0_20170110143517260.jpg.chip.jpg,blur
60_1_0_20170110143523078.jpg.chip.jpg,data\aligned\60_1_0_20170110143523078.jpg.chip.jpg,blur
60_1_0_20170110143525297.jpg.chip.jpg,data\aligned\60_1_0_20170110143525297.jpg.chip.jpg,blur
60_1_0_20170110143543095.jpg.chip.jpg,data\aligned\60_1_0_20170110143543095.jpg.chip.jpg,blur
60_1_0_20170110150258412.jpg.chip.jpg,data\aligned\60_1_0_20170110150258412.jpg.chip.jpg,blur
60_1_0_20170110151345930.jpg.chip.jpg,data\aligned\60_1_0_20170110151345930.jpg.chip.jpg,blur
60_1_0_20170110151441645.jpg.chip.jpg,data\aligned\60_1_0_20170110151441645.jpg.chip.jpg,blur
60_1_0_20170110151456654.jpg.chip.jpg,data\aligned\60_1_0_20170110151456654.jpg.chip.jpg,blur
60_1_0_20170110151506029.jpg.chip.jpg,data\aligned\60_1_0_20170110151506029.jpg.chip.jpg,blur
60_1_0_20170110151507697.jpg.chip.jpg,data\aligned\60_1_0_20170110151507697.jpg.chip.jpg,blur
60_1_0_20170110152834081.jpg.chip.jpg,data\aligned\60_1_0_20170110152834081.jpg.chip.jpg,blur
60_1_0_20170110152845240.jpg.chip.jpg,data\aligned\60_1_0_20170110152845240.jpg.chip.jpg,blur
60_1_0_20170110152900163.jpg.chip.jpg,data\aligned\60_1_0_20170110152900163.jpg.chip.jpg,blur
60_1_0_20170110152933482.jpg.chip.jpg,data\aligned\60_1_0_20170110152933482.jpg.chip.jpg,blur
60_1_0_20170110152939871.jpg.chip.jpg,data\aligned\60_1_0_20170110152939871.jpg.chip.jpg,blur
60_1_0_20170110152946835.jpg.chip.jpg,data\aligned\60_1_0_20170110152946835.jpg.chip.jpg,blur
60_1_0_20170110152948921.jpg.chip.jpg,data\aligned\60_1_0_20170110152948921.jpg.chip.jpg,blur
60_1_0_20170110152954671.jpg.chip.jpg,data\aligned\60_1_0_20170110152954671.jpg.chip.jpg,blur
60_1_0_20170110153047755.jpg.chip.jpg,data\aligned\60_1_0_20170110153047755.jpg.chip.jpg,blur
60_1_0_20170110153231658.jpg.chip.jpg,data\aligned\60_1_0_20170110153231658.jpg.chip.jpg,blur
60_1_0_20170110154144201.jpg.chip.jpg,data\aligned\60_1_0_20170110154144201.jpg.chip.jpg,blur
60_1_0_20170110154145935.jpg.chip.jpg,data\aligned\60_1_0_20170110154145935.jpg.chip.jpg,blur
60_1_0_20170110154617064.jpg.chip.jpg,data\aligned\60_1_0_20170110154617064.jpg.chip.jpg,blur
60_1_0_20170110154619614.jpg.chip.jpg,data\aligned\60_1_0_20170110154619614.jpg.chip.jpg,blur
60_1_0_20170110183850108.jpg.chip.jpg,data\aligned\60_1_0_20170110183850108.jpg.chip.jpg,blur
60_1_0_20170110184058156.jpg.chip.jpg,data\aligned\60_1_0_20170110184058156.jpg.chip.jpg,blur
60_1_0_20170112231837159.jpg.chip.jpg,data\aligned\60_1_0_20170112231837159.jpg.chip.jpg,blur
60_1_0_20170113005301686.jpg.chip.jpg,data\aligned\60_1_0_20170113005301686.jpg.chip.jpg,blur
60_1_0_20170113210605392.jpg.chip.jpg,data\aligned\60_1_0_20170113210605392.jpg.chip.jpg,blur
60_1_0_20170117092229305.jpg.chip.jpg,data\aligned\60_1_0_20170117092229305.jpg.chip.jpg,blur
60_1_0_20170117130514218.jpg.chip.jpg,data\aligned\60_1_0_20170117130514218.jpg.chip.jpg,blur
60_1_0_20170117153656364.jpg.chip.jpg,data\aligned\60_1_0_20170117153656364.jpg.chip.jpg,blur
